District,Constituency,Constituency Category,Candidate,Gender,Candidate Category,Age,Party,Votes,Position
CHIKKABALLAPUR ,Bagepalli,GEN,V NARASIMHAMURTHY,M,GEN,31,JD(U),441,18
CHIKKABALLAPUR ,Bagepalli,GEN,P.A SATYANARAYANAREDDY,M,GEN,33,IND,439,19
CHIKKABALLAPUR ,Bagepalli,GEN,SUBHRAMANI,M,ST,40,IND,341,20
CHIKKABALLAPUR ,Bagepalli,GEN,BAVA FAKRUDDIN,M,GEN,46,IND,339,21
CHIKKABALLAPUR ,Bagepalli,GEN,SUBBIREDDY,M,GEN,78,IND,309,22
CHIKKABALLAPUR ,Bagepalli,GEN,KRISHNAPPA NAYAKA,M,ST,52,BSP,256,23
CHIKKABALLAPUR ,Bagepalli,GEN,M. JAVEED,M,GEN,42,IND,255,24
CHIKKABALLAPUR ,Bagepalli,GEN,RAMANJANEYA,M,GEN,42,IND,223,25
CHIKKABALLAPUR ,Bagepalli,GEN,VENKATASHIVAPPA,M,GEN,49,IND,199,26
CHIKKABALLAPUR ,Bagepalli,GEN,BABU,M,GEN,50,IND,160,27
CHIKKABALLAPUR ,Chikkaballapur,GEN,DR. K SUDHAKAR,M,GEN,39,INC,74914,1
CHIKKABALLAPUR ,Chikkaballapur,GEN,K P BACHEGOWDA,M,GEN,58,JD(S),59866,2
CHIKKABALLAPUR ,Chikkaballapur,GEN,A V BYREGOWDA,M,GEN,49,BJP,3910,3
CHIKKABALLAPUR ,Chikkaballapur,GEN,S V LOKESH,M,GEN,38,BSRCP,1692,4
CHIKKABALLAPUR ,Chikkaballapur,GEN,SUDHAKARA,M,GEN,28,IND,1203,5
CHIKKABALLAPUR ,Chikkaballapur,GEN,DR. N LAKSHMIPATHI BABU,M,GEN,62,KJP,1156,6
CHIKKABALLAPUR ,Chikkaballapur,GEN,M SOMASHEKAR,M,GEN,38,BSP,1013,7
CHIKKABALLAPUR ,Chikkaballapur,GEN,M VENKATESH (M.V. SIR),M,GEN,47,IND,726,8
CHIKKABALLAPUR ,Chikkaballapur,GEN,BACHEGOWDA,M,GEN,51,IND,575,9
CHIKKABALLAPUR ,Chikkaballapur,GEN,AMEER MOHAMMED SADIQ,M,GEN,56,IND,536,10
CHIKKABALLAPUR ,Chikkaballapur,GEN,G R NARAYAN SWAMY,M,GEN,33,IND,427,11
CHIKKABALLAPUR ,Chikkaballapur,GEN,D A BACHEGOWDA,M,GEN,43,IND,325,12
CHIKKABALLAPUR ,Chikkaballapur,GEN,M A BASHA,M,GEN,38,SAJP,195,13
CHIKKABALLAPUR ,Chikkaballapur,GEN,N MANJUNATH,M,GEN,45,JD(U),171,14
CHIKKABALLAPUR ,Sidlaghatta,GEN,M. RAJANNA,M,GEN,49,JD(S),77931,1
CHIKKABALLAPUR ,Sidlaghatta,GEN,V. MUNIYAPPA,M,GEN,66,INC,62452,2
CHIKKABALLAPUR ,Sidlaghatta,GEN,D.R.SHIVAKUMAR GOWDA,M,GEN,49,KJP,5838,3
CHIKKABALLAPUR ,Sidlaghatta,GEN,RAJANNA.G.A,M,GEN,40,IND,2097,4
CHIKKABALLAPUR ,Sidlaghatta,GEN,J.V. SADASHIVA,M,GEN,48,BJP,1914,5
CHIKKABALLAPUR ,Sidlaghatta,GEN,V.MUNIYAPPA,M,GEN,52,IND,927,6
CHIKKABALLAPUR ,Sidlaghatta,GEN,DHANARAJA(MADIGA),M,SC,32,BSP,890,7
CHIKKABALLAPUR ,Sidlaghatta,GEN,T.M NARAYANASWAMY(JUICE),M,SC,44,BSRCP,507,8
CHIKKABALLAPUR ,Sidlaghatta,GEN,K.KEMPAMMA,F,GEN,41,IND,468,9
CHIKKABALLAPUR ,Sidlaghatta,GEN,GOVINDAPPA,M,GEN,33,IND,385,10
CHIKKABALLAPUR ,Sidlaghatta,GEN,P.SADIQ PASHA,M,GEN,40,JD(U),331,11
CHIKKABALLAPUR ,Chintamani,GEN,J.K.KRISHNAREDDY,M,GEN,46,JD(S),68950,1
CHIKKABALLAPUR ,Chintamani,GEN,DR. M.C. SUDHAKAR,M,GEN,44,IND,67254,2
CHIKKABALLAPUR ,Chintamani,GEN,VANI KRISHNAREDDY,F,GEN,41,INC,12665,3
CHIKKABALLAPUR ,Chintamani,GEN,SATHYANARAYANA MAHESH,M,GEN,47,BJP,1911,4
CHIKKABALLAPUR ,Chintamani,GEN,G.S. SUBASH,M,GEN,26,IND,1706,5
CHIKKABALLAPUR ,Chintamani,GEN,HARI SUDHAKARA.V.,M,GEN,26,IND,1252,6
CHIKKABALLAPUR ,Chintamani,GEN,C. GOPINATH,M,GEN,53,CPM,736,7
CHIKKABALLAPUR ,Chintamani,GEN,T.S. SUDHAKARAREDDY,M,GEN,42,IND,692,8
CHIKKABALLAPUR ,Chintamani,GEN,SHAFFI ULLA.D.S.,M,GEN,55,IND,629,9
CHIKKABALLAPUR ,Chintamani,GEN,KRISHNAREDDY. J.K.,M,GEN,44,IND,604,10
CHIKKABALLAPUR ,Chintamani,GEN,T.R. KURLAREDDY,M,GEN,56,KJP,487,11
CHIKKABALLAPUR ,Chintamani,GEN,N.SRINIVAS,M,SC,36,IND,468,12
CHIKKABALLAPUR ,Chintamani,GEN,HANUMANTHAPPA,M,GEN,32,IND,323,13
CHIKKABALLAPUR ,Chintamani,GEN,SEETHAPPA. V,M,SC,51,BSP,232,14
CHIKKABALLAPUR ,Chintamani,GEN,M. KRISHNAREDDY (M.K.),M,GEN,50,JD(U),204,15
KOLAR,Srinivaspur,GEN,K.R.RAMESHKUMAR,M,GEN,63,INC,83426,1
KOLAR,Srinivaspur,GEN,G.K.VENKATASHIVAREDDY,M,GEN,65,JD(S),79533,2
KOLAR,Srinivaspur,GEN,V.VENKATEGOWDA,M,GEN,41,BJP,2379,3
KOLAR,Srinivaspur,GEN,K.S.MALLIKARJUNA,M,GEN,41,IND,1005,4
KOLAR,Srinivaspur,GEN,K.P.NAGARAJA,M,GEN,37,BSP,756,5
KOLAR,Srinivaspur,GEN,P.C.VENKATASHIVAREDDY,M,GEN,47,IND,554,6
KOLAR,Srinivaspur,GEN,M.HARISH,M,GEN,37,BSRCP,434,7
KOLAR,Srinivaspur,GEN,V.SRIRAMA,M,GEN,33,JD(U),303,8
KOLAR,Srinivaspur,GEN,S.V.VENKATACHALAPATHI,M,GEN,35,KJP,266,9
KOLAR,Srinivaspur,GEN,NAYAZ AHMED,M,GEN,31,SAJP,219,10
KOLAR,Mulbagal,SC,G.MANJUNATHA,M,SC,34,IND,73146,1
KOLAR,Mulbagal,SC,N. MUNIANJAPPA,M,SC,57,JD(S),39412,2
KOLAR,Mulbagal,SC,AMARESH,M,SC,45,INC,11491,3
KOLAR,Mulbagal,SC,M.N. AMBARISH,M,SC,34,CPI,2450,4
KOLAR,Mulbagal,SC,Y. SREENIVASAN PATAPAT,M,SC,43,BJP,2376,5
KOLAR,Mulbagal,SC,V.ADINARAYANA,M,SC,35,IND,1547,6
KOLAR,Mulbagal,SC,D. VENKATARAVANAPPA,M,SC,34,IND,1289,7
KOLAR,Mulbagal,SC,G. VENKATARAVANA,M,SC,36,IND,1019,8
KOLAR,Mulbagal,SC,G. ALANGURU RAMANNA,M,SC,44,IND,1008,9
KOLAR,Mulbagal,SC,V. NAGARAJ,M,SC,30,IND,774,10
KOLAR,Mulbagal,SC,V. MARAPPA,M,SC,40,IND,707,11
KOLAR,Mulbagal,SC,DODDACHOWDAPPA,M,SC,63,KJP,550,12
KOLAR,Mulbagal,SC,T.M. SHIVANNA,M,SC,41,IND,513,13
KOLAR,Mulbagal,SC,V. SRINIVASA,M,SC,39,IND,442,14
KOLAR,Mulbagal,SC,C.K. JAGADISH,M,SC,34,BSRCP,356,15
KOLAR,Mulbagal,SC,P.CHANDRAPPA,M,SC,45,SAJP,286,16
KOLAR,Mulbagal,SC,C. RAMAKRISHNAIAH,M,SC,54,RPI(A),268,17
KOLAR,Mulbagal,SC,CHALAPATHI,M,SC,40,IND,237,18
KOLAR,Mulbagal,SC,T.V. BALAKRISHNA,M,SC,39,IND,225,19
KOLAR,Mulbagal,SC,H.A. LAKSHMAIAH,M,SC,69,JD(U),207,20
KOLAR,Mulbagal,SC,N. SRINIVAS,M,SC,49,IND,206,21
KOLAR,Mulbagal,SC,RANJITH KUMAR. T.,M,SC,26,SKP,191,22
KOLAR,Kolar gold field,SC,RAMAKKA .Y,F,SC,59,BJP,55014,1
KOLAR,Kolar gold field,SC,M. BACKTHAVACHALAM,M,SC,65,JD(S),28992,2
KOLAR,Kolar gold field,SC,V. SHANKAR,M,SC,51,INC,10218,3
KOLAR,Kolar gold field,SC,S. RAJENDIRAN,M,SC,53,RPI,9760,4
KOLAR,Kolar gold field,SC,V. KALAVATHY,F,SC,50,HJP,2501,5
KOLAR,Kolar gold field,SC,P. THANGARAJ,M,SC,38,CPM,2199,6
KOLAR,Kolar gold field,SC,M. ANBU,M,SC,59,ADMK,2052,7
KOLAR,Kolar gold field,SC,RAMAKKA,F,SC,46,IND,951,8
KOLAR,Kolar gold field,SC,M. VENKATASWAMY,M,SC,58,RPI(A),832,9
KOLAR,Kolar gold field,SC,G. LALITHA,F,SC,39,IND,795,10
KOLAR,Kolar gold field,SC,R. BHASKARAN,M,SC,55,KJP,606,11
KOLAR,Kolar gold field,SC,V. RAJAPPA,M,SC,51,BSRCP,505,12
KOLAR,Kolar gold field,SC,K.R. DEVARAJA,M,SC,56,BSP,445,13
KOLAR,Kolar gold field,SC,L.RANGANATH,M,SC,44,BRPP,430,14
KOLAR,Kolar gold field,SC,A.KANTHARUBHAN,M,SC,62,IND,382,15
KOLAR,Kolar gold field,SC,A. SAMPANGI,M,SC,50,IND,374,16
KOLAR,Kolar gold field,SC,J. SHARMA,M,SC,33,IND,365,17
KOLAR,Kolar gold field,SC,S. MURALI,M,SC,27,IND,269,18
KOLAR,Kolar gold field,SC,RAMACHANDRAPPA,M,SC,36,SAJP,251,19
KOLAR,Kolar gold field,SC,SHIVAKUMAR .M,M,SC,41,SP,183,20
KOLAR,Kolar gold field,SC,ANBELAGAN,M,SC,32,IND,128,21
KOLAR,Kolar gold field,SC,RAVI. Y,M,SC,38,IND,122,22
KOLAR,Bangarapet,SC,S.N.NARAYANASWAMY.K.M,M,SC,45,INC,71570,1
KOLAR,Bangarapet,SC,EM NARAYANASWAMY,M,SC,60,BJP,43193,2
KOLAR,Bangarapet,SC,RAMACHANDRA,M,SC,54,JD(S),22863,3
KOLAR,Bangarapet,SC,SHESHU.V,M,SC,41,KJP,1242,4
KOLAR,Bangarapet,SC,SRINIVAS,M,SC,34,IND,850,5
KOLAR,Bangarapet,SC,MANJUNATHA J.K,M,SC,27,LJP,470,6
KOLAR,Bangarapet,SC,SRINATH.R.N,M,SC,32,IND,354,7
KOLAR,Bangarapet,SC,VENKATESH.M. KALAVANCHI,M,SC,45,BSRCP,280,8
KOLAR,Bangarapet,SC,P.M RAMESHA,M,SC,38,IND,236,9
KOLAR,Bangarapet,SC,K.V SAMPATH KUMAR,M,SC,38,SAJP,179,10
KOLAR,Bangarapet,SC,NAGENDRA.C,M,SC,33,IND,175,11
KOLAR,Bangarapet,SC,K.V SUDARSHAN,M,SC,44,SP,173,12
KOLAR,Bangarapet,SC,MANJUNATHA.V,M,SC,26,IND,146,13
KOLAR,Bangarapet,SC,Y.R.PRATHIBHA,F,SC,25,IND,127,14
KOLAR,Kolar,GEN,R. VATHUR PRAKASH,M,GEN,47,IND,62957,1
KOLAR,Kolar,GEN,K. SRINIVASA GOWDA,M,GEN,66,JD(S),50366,2
KOLAR,Kolar,GEN,NASEER AHMED,M,GEN,53,INC,41510,3
KOLAR,Kolar,GEN,M.S. ANAND,M,GEN,45,BJP,1617,4
KOLAR,Kolar,GEN,K.S. SRINIVASAGOWDA,M,GEN,53,IND,1147,5
KOLAR,Kolar,GEN,S. MUNIYAPPA,M,SC,48,IND,1056,6
KOLAR,Kolar,GEN,ABDUL REHAMAN,M,GEN,37,KJP,1041,7
KOLAR,Kolar,GEN,G. NARAYANAGOWDA,M,GEN,44,IND,678,8
KOLAR,Kolar,GEN,SUHAIL DIL NAWAZ,M,GEN,44,IND,663,9
KOLAR,Kolar,GEN,N. PRAKASH ALIAS BEGLI PRAKASH,M,GEN,62,IND,504,10
KOLAR,Kolar,GEN,SRINIVASA,M,ST,39,IND,474,11
KOLAR,Kolar,GEN,MAHAR PASHA,M,GEN,45,SP,359,12
KOLAR,Kolar,GEN,C. THAMMAPPA,M,GEN,48,JD(U),298,13
KOLAR,Kolar,GEN,S. NAGA SHEKAR,M,GEN,40,IND,292,14
KOLAR,Kolar,GEN,C.G. MURALI,M,GEN,36,LSP,203,15
KOLAR,Kolar,GEN,M.S.NARAYANASWAMY,M,SC,50,SAJP,168,16
KOLAR,Kolar,GEN,AMJAD PASHA,M,GEN,43,IND,147,17
KOLAR,Malur,GEN,K.S. MANJUNATHGOWDA,M,GEN,38,JD(S),57645,1
KOLAR,Malur,GEN,KRISSHNAIAH SETTY ES.EN. MALURU,M,GEN,53,IND,38876,2
KOLAR,Malur,GEN,CHANNA KESHAVA,M,GEN,45,INC,20159,3
KOLAR,Malur,GEN,RAMEGOWDA .G.E,M,GEN,41,IND,19480,4
KOLAR,Malur,GEN,S.R.KRISHNAIAH SHETTY,M,GEN,54,IND,1283,5
KOLAR,Malur,GEN,KRISHNAIAH SHETTY. H.M.,M,GEN,39,IND,898,6
KOLAR,Malur,GEN,RAVIKUMAR,M,SC,41,BSP,838,7
KOLAR,Malur,GEN,MANJUNATH,M,GEN,38,IND,803,8
KOLAR,Malur,GEN,MANJUNATHAGOWDA,M,GEN,32,IND,774,9
KOLAR,Malur,GEN,K.R. RUDRAPPA,M,GEN,64,IND,718,10
KOLAR,Malur,GEN,M.R.VIJAYKUMAR,M,GEN,27,LJP,449,11
KOLAR,Malur,GEN,NARAYANASWAMY,M,GEN,43,KJP,354,12
KOLAR,Malur,GEN,B.V.NAGESH,M,GEN,46,IND,332,13
KOLAR,Malur,GEN,K.JAYALAKSHAMI JAYARAM,F,ST,44,BSRCP,265,14
KOLAR,Malur,GEN,M.P.AMARESH,M,GEN,29,SAJP,247,15
BANGALORE URBAN ,Yelahanka,GEN,S.R. VISHWANATH,M,GEN,50,BJP,75507,1
BANGALORE URBAN ,Yelahanka,GEN,B. CHANDRAPPA,M,GEN,50,JD(S),57110,2
BANGALORE URBAN ,Yelahanka,GEN,GOPALAKRISHNA M.N,M,GEN,42,INC,52372,3
BANGALORE URBAN ,Yelahanka,GEN,VENUGOPAL RAO,M,GEN,32,KJP,3736,4
BANGALORE URBAN ,Yelahanka,GEN,ERANNA. G,M,SC,34,BSP,1538,5
BANGALORE URBAN ,Yelahanka,GEN,NARAYANASWAMY B.M,M,GEN,50,JD(U),933,6
BANGALORE URBAN ,Yelahanka,GEN,B. VISHWANATH,M,GEN,48,IND,907,7
BANGALORE URBAN ,Yelahanka,GEN,G.R. PADMASHREE,F,GEN,45,RCMP,678,8
BANGALORE URBAN ,Yelahanka,GEN,B. CHANDRAPPA,M,GEN,43,IND,669,9
BANGALORE URBAN ,Yelahanka,GEN,R. PRAKASH @ ANILRAJ,M,GEN,47,IND,631,10
BANGALORE URBAN ,Yelahanka,GEN,SARITHA S.S,F,GEN,36,PPOI,504,11
BANGALORE URBAN ,Yelahanka,GEN,CHANDRAPPA,M,GEN,46,IND,397,12
BANGALORE URBAN ,Yelahanka,GEN,MAHESH P,M,GEN,29,BSRCP,392,13
BANGALORE URBAN ,Yelahanka,GEN,K.N. MUNIRAJU,M,GEN,49,IND,306,14
BANGALORE URBAN ,Yelahanka,GEN,GOPALAKRISHNA H.K,M,GEN,39,IND,266,15
BANGALORE URBAN ,Yelahanka,GEN,OBANNA,M,SC,65,IND,201,16
B.B.M.P(NORTH) ,K.r.pura,GEN,B.A.BASAVARAJA,M,GEN,48,INC,106299,1
B.B.M.P(NORTH) ,K.r.pura,GEN,N.S.NANDIESHA REDDY,M,GEN,41,BJP,82298,2
B.B.M.P(NORTH) ,K.r.pura,GEN,RAVI PRAKASH. J,M,GEN,54,JD(S),3955,3
B.B.M.P(NORTH) ,K.r.pura,GEN,GOWRAMMA,F,GEN,44,CPM,1553,4
B.B.M.P(NORTH) ,K.r.pura,GEN,NANDEESHAPPA NAYAKA,M,GEN,58,IND,781,5
B.B.M.P(NORTH) ,K.r.pura,GEN,R. PAPAIAH REDDY,M,GEN,70,IND,776,6
B.B.M.P(NORTH) ,K.r.pura,GEN,R. SATHYA NARAYANA,M,GEN,40,KJP,583,7
B.B.M.P(NORTH) ,K.r.pura,GEN,N. BASAVARAJ,M,GEN,64,IND,450,8
B.B.M.P(NORTH) ,K.r.pura,GEN,SRINIVAS N.,M,GEN,35,BSP,382,9
B.B.M.P(NORTH) ,K.r.pura,GEN,C. DEVARAJ,M,GEN,51,IND,348,10
B.B.M.P(NORTH) ,K.r.pura,GEN,DHANANJAYA GOWDA,M,GEN,40,IND,298,11
B.B.M.P(NORTH) ,K.r.pura,GEN,ANUPAMA.M.L,F,GEN,43,JD(U),271,12
B.B.M.P(NORTH) ,K.r.pura,GEN,FARMAN BASHA,M,GEN,38,IND,250,13
B.B.M.P(NORTH) ,K.r.pura,GEN,PAIROSA PASHA,M,GEN,37,BSRCP,225,14
B.B.M.P(NORTH) ,K.r.pura,GEN,HARMAN ROBIN SALDANA,M,GEN,43,IND,220,15
B.B.M.P(NORTH) ,K.r.pura,GEN,S. CHANDRAKALA,F,GEN,42,IND,205,16
B.B.M.P(NORTH) ,K.r.pura,GEN,P.UMESHA,M,GEN,42,IND,198,17
B.B.M.P(NORTH) ,K.r.pura,GEN,GANGADHARA R.,M,GEN,45,IND,193,18
B.B.M.P(NORTH) ,K.r.pura,GEN,P.P.APPANNA,M,GEN,43,CPI(ML)(L),155,19
B.B.M.P(NORTH) ,K.r.pura,GEN,K. SATHYANARAYANA,M,GEN,60,IND,137,20
B.B.M.P(NORTH) ,K.r.pura,GEN,N. KODANDA REDDY,M,GEN,51,IND,130,21
B.B.M.P(NORTH) ,K.r.pura,GEN,KESHAV S. HIMALAI,M,GEN,44,IND,128,22
B.B.M.P(NORTH) ,K.r.pura,GEN,AYUB PASHA,M,GEN,37,IND,102,23
B.B.M.P(NORTH) ,K.r.pura,GEN,SARALA BAI,F,GEN,40,IND,97,24
B.B.M.P(NORTH) ,K.r.pura,GEN,SRINIVAS,M,GEN,33,IND,84,25
B.B.M.P(NORTH) ,K.r.pura,GEN,M. RAMAKRISHNA,M,GEN,66,IND,66,26
BANGALORE URBAN ,Byatarayanapura,GEN,KRISHNA BYRE GOWDA,M,GEN,40,INC,96125,1
BANGALORE URBAN ,Byatarayanapura,GEN,A.RAVI,M,GEN,52,BJP,63725,2
BANGALORE URBAN ,Byatarayanapura,GEN,HANUMANTE GOWDA,M,GEN,59,JD(S),41360,3
BANGALORE URBAN ,Byatarayanapura,GEN,K.MANJUNATH,M,GEN,38,KJP,1781,4
BANGALORE URBAN ,Byatarayanapura,GEN,YOGAIYAH.V.C,M,GEN,38,LSP,1268,5
BANGALORE URBAN ,Byatarayanapura,GEN,HANUMANTHE GOWDA,M,GEN,45,IND,908,6
BANGALORE URBAN ,Byatarayanapura,GEN,A.BYREGOWDA,M,GEN,34,IND,569,7
BANGALORE URBAN ,Byatarayanapura,GEN,EZAZ PASHA,M,GEN,49,ANC,523,8
BANGALORE URBAN ,Byatarayanapura,GEN,SADIQ BASHA,M,GEN,33,IND,497,9
BANGALORE URBAN ,Byatarayanapura,GEN,NAGARAJA.M,M,SC,38,IND,321,10
BANGALORE URBAN ,Byatarayanapura,GEN,S.VINAYAK SUBRAMANIYA @ S.VINAYAKA SUBRAMANI,M,GEN,36,BSRCP,302,11
BANGALORE URBAN ,Byatarayanapura,GEN,SHANTHA KUMARI,F,GEN,49,MPHP,275,12
BANGALORE URBAN ,Byatarayanapura,GEN,ANSAR PASHA,M,GEN,43,IND,200,13
BANGALORE URBAN ,Byatarayanapura,GEN,D.DEVRAJ,M,GEN,51,IND,178,14
BANGALORE URBAN ,Byatarayanapura,GEN,K.SRIDHAR,M,SC,35,AMJP,148,15
BANGALORE URBAN ,Byatarayanapura,GEN,ABDUL KHADEER,M,GEN,46,IND,142,16
BANGALORE URBAN ,Yeshvanthapura,GEN,S.T.SOMASHEKAR,M,GEN,55,INC,120380,1
BANGALORE URBAN ,Yeshvanthapura,GEN,T.N.JAVARAYI GOWDA,M,GEN,54,JD(S),91280,2
BANGALORE URBAN ,Yeshvanthapura,GEN,HL KRISHNAPPA,M,GEN,41,BJP,12747,3
BANGALORE URBAN ,Yeshvanthapura,GEN,NARASIMAIAH,M,SC,50,BSP,1315,4
BANGALORE URBAN ,Yeshvanthapura,GEN,M.K. PASHA,M,GEN,28,JD(U),1183,5
BANGALORE URBAN ,Yeshvanthapura,GEN,SP SOMASHEKAR,M,GEN,34,IND,1126,6
BANGALORE URBAN ,Yeshvanthapura,GEN,SEETHARAMU,M,GEN,41,IND,682,7
BANGALORE URBAN ,Yeshvanthapura,GEN,S NAGENDRA,M,ST,33,IND,506,8
BANGALORE URBAN ,Yeshvanthapura,GEN,RAJAMMA,F,SC,40,IND,433,9
BANGALORE URBAN ,Yeshvanthapura,GEN,N SOMASHEKAR,M,SC,34,LJP,431,10
BANGALORE URBAN ,Yeshvanthapura,GEN,LOKESH HK,M,GEN,35,BSRCP,413,11
BANGALORE URBAN ,Yeshvanthapura,GEN,R.S.DEEPAK KUMAR,M,GEN,39,IND,369,12
BANGALORE URBAN ,Yeshvanthapura,GEN,MAHADEVA SWAMY B M,M,SC,31,BDBRAJP,331,13
BANGALORE URBAN ,Yeshvanthapura,GEN,T S CHAITHANYA,M,GEN,38,IND,319,14
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,MUNIRATHNA,M,GEN,49,INC,71064,1
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,K.L.R.THIMMANANJAIAH,M,GEN,43,JD(S),52251,2
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,M.SRINIVAS,M,GEN,71,BJP,50726,3
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,K.R.VENKATESH GOWDA,M,GEN,39,KJP,5419,4
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,DR. PRIYADHARSHINI  IYER. S.V,F,GEN,39,JD(U),1885,5
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,GURUMURTHY,M,SC,41,BSP,994,6
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,PRANESH.H.K,M,GEN,51,IND,992,7
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,MANJUNATHA.M,M,GEN,26,IND,928,8
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,SRINIVASA MURTHY,M,SC,40,IND,787,9
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,MANJU.V.K,M,GEN,29,IND,781,10
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,DR.SANGAMNATH.C.NIDGUNDI,M,GEN,43,BSRCP,719,11
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,V.NARAYANA,M,GEN,32,IND,583,12
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,ARUN KUMAR.T.R,M,SC,36,BDBRAJP,580,13
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,NAGARAJAPPA.H,M,GEN,40,IND,538,14
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,MARTIN CLIFFORD RODRIGUES,M,GEN,35,IND,400,15
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,INR GOWDA NANDISH,M,GEN,27,IND,296,16
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,K.A.MOHAN,M,SC,56,KDC,294,17
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,SADASHIVA.A.H,M,GEN,37,BhJD,270,18
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,NARSINGH PATEL,M,GEN,45,RPI(A),260,19
B.B.M.P(CENTRAL) ,Rajarajeshwarinagar,GEN,P.THENNARASU,M,SC,48,PPIS,231,20
BANGALORE URBAN ,Dasarahalli,GEN,S MUNIRAJU,M,GEN,55,BJP,57562,1
BANGALORE URBAN ,Dasarahalli,GEN,B L SHANKAR,M,GEN,61,INC,46734,2
BANGALORE URBAN ,Dasarahalli,GEN,ANDANAPPA B.,M,GEN,60,JD(S),43049,3
BANGALORE URBAN ,Dasarahalli,GEN,G MARISWAMY,M,GEN,47,KJP,18238,4
BANGALORE URBAN ,Dasarahalli,GEN,GOVINDEGOWDA M B,M,GEN,54,IND,16206,5
BANGALORE URBAN ,Dasarahalli,GEN,R GANGADHAR,M,GEN,52,BSP,1422,6
BANGALORE URBAN ,Dasarahalli,GEN,KEMPARAJU P N,M,GEN,33,BSRCP,1331,7
BANGALORE URBAN ,Dasarahalli,GEN,K MUNIRAJU,M,GEN,36,IND,1174,8
BANGALORE URBAN ,Dasarahalli,GEN,R MANJUNATH,M,GEN,42,IND,1155,9
BANGALORE URBAN ,Dasarahalli,GEN,MANJUNATH N  (KARLE MANJU),M,GEN,38,IND,817,10
BANGALORE URBAN ,Dasarahalli,GEN,GOVINDAIAH,M,SC,35,IND,680,11
BANGALORE URBAN ,Dasarahalli,GEN,G LAKSHMIKANTHA ACHARYA,M,GEN,36,IND,512,12
BANGALORE URBAN ,Dasarahalli,GEN,Y G NAGARAJ,M,GEN,46,BhJD,374,13
BANGALORE URBAN ,Dasarahalli,GEN,M ZUBER AHAMAD,M,GEN,57,IND,357,14
BANGALORE URBAN ,Dasarahalli,GEN,LAKSHMINARAYANA SINGH,M,GEN,75,IND,305,15
BANGALORE URBAN ,Dasarahalli,GEN,B K SHOBHABAI,F,GEN,52,JD(U),292,16
BANGALORE URBAN ,Dasarahalli,GEN,K MALLIKARJUNA NAIDU,M,GEN,49,IND,240,17
BANGALORE URBAN ,Dasarahalli,GEN,DEVARAJU H,M,GEN,35,IND,219,18
BANGALORE URBAN ,Dasarahalli,GEN,UMESH,M,GEN,31,IND,215,19
BANGALORE URBAN ,Dasarahalli,GEN,M GIRIYAPPA,M,SC,40,IND,205,20
BANGALORE URBAN ,Dasarahalli,GEN,A ANTHONI,M,GEN,37,IND,171,21
B.B.M.P(NORTH) ,Mahalakshmi Layout,GEN,GOPALAIAH .K.,M,GEN,52,JD(S),66127,1
B.B.M.P(NORTH) ,Mahalakshmi Layout,GEN,N.L. NARENDRABABU,M,GEN,51,INC,50757,2
B.B.M.P(NORTH) ,Mahalakshmi Layout,GEN,S. HARISH,M,GEN,45,BJP,23545,3
B.B.M.P(NORTH) ,Mahalakshmi Layout,GEN,VEERESH KUMAR .T,M,GEN,43,KJP,2936,4
B.B.M.P(NORTH) ,Mahalakshmi Layout,GEN,RAJSHREE MURALIDHAR,F,GEN,40,LSP,1168,5
B.B.M.P(NORTH) ,Mahalakshmi Layout,GEN,K.N. SRIDHAR,M,GEN,48,IND,967,6
B.B.M.P(NORTH) ,Mahalakshmi Layout,GEN,LOKESH .L.,M,SC,30,BSP,669,7
B.B.M.P(NORTH) ,Mahalakshmi Layout,GEN,KRISHNA MURTHY,M,GEN,39,BSRCP,628,8
B.B.M.P(NORTH) ,Mahalakshmi Layout,GEN,VARALAKSHMI,F,GEN,40,IND,327,9
B.B.M.P(NORTH) ,Mahalakshmi Layout,GEN,C. INDRANI,F,GEN,55,IND,205,10
B.B.M.P(NORTH) ,Mahalakshmi Layout,GEN,A. RAJA,M,GEN,45,IND,167,11
B.B.M.P(NORTH) ,Mahalakshmi Layout,GEN,P.K. PATIL,M,GEN,47,IND,134,12
