District,Constituency,Constituency Category,Candidate,Gender,Candidate Category,Age,Party,Votes,POSITION
Medak,Zahirabad ,SC,DAPPU RACHAIAH,M,SC,44,WPOI,1768,5
Medak,Zahirabad ,SC,B.RAMCHANDER,M,SC,36,CPM,1593,6
Medak,Zahirabad ,SC,MANTHAPURAM BALAIAH,M,SC,45,BSP,1564,7
Medak,Zahirabad ,SC,None of the Above,NULL,NULL,NULL,NOTA,1195,8
Medak,Zahirabad ,SC,BANDAMEEDI DEVADAS,M,SC,59,IND,620,9
Medak,Zahirabad ,SC,VITTAL,M,SC,48,IND,611,10
Medak,Zahirabad ,SC,DAPPU BHASKER,M,SC,36,IND,370,11
Medak,Zahirabad ,SC,D.ESMALAPPA,M,SC,39,IND,338,12
Medak,Sangareddy,GEN,CHINTA PRABHAKAR,M,GEN,54,TRS,82860,1
Medak,Sangareddy,GEN,JAYAPRAKASH REDDY .T,M,GEN,48,INC,53338,2
Medak,Sangareddy,GEN,K.SATHYANARAYANA,M,ST,54,BJP,11914,3
Medak,Sangareddy,GEN,B. MALLESHAM,M,GEN,39,CPM,2684,4
Medak,Sangareddy,GEN,KASHIPURAM  PRAVEEN KUMAR,M,GEN,26,IND,1569,5
Medak,Sangareddy,GEN,GOURAIAHGARI SREEDHAR REDDY,M,GEN,37,YSRCP,1198,6
Medak,Sangareddy,GEN,None of the Above,NULL,NULL,NULL,NOTA,985,7
Medak,Sangareddy,GEN,NAGEDAPALLY KRISHNAM RAJU,M,SC,41,IND,818,8
Medak,Sangareddy,GEN,K. VIJAYA KUMAR,M,GEN,44,BSP,758,9
Medak,Sangareddy,GEN,DAYANAND,M,ST,31,VoP,298,10
Medak,Sangareddy,GEN,SANGRAM SURENDER,M,GEN,58,IND,288,11
Medak,Sangareddy,GEN,BATHINI RAMULU,M,SC,46,IND,250,12
Medak,Sangareddy,GEN,RUMANDLA PRAKASH,M,GEN,39,IND,244,13
Medak,Sangareddy,GEN,P. RANJITH KUMAR,M,SC,40,IND,241,14
Medak,Patancheru,GEN,GUDEM  MAIPAL REDDY,M,GEN,47,TRS,73986,1
Medak,Patancheru,GEN,M SAPANADEV,M,GEN,40,TDP,55100,2
Medak,Patancheru,GEN,T. NANDESHWAR GOUD,M,GEN,52,INC,37226,3
Medak,Patancheru,GEN,C.ANJI REDDY,M,GEN,47,IND,12571,4
Medak,Patancheru,GEN,SRINIVAS GOUD GURUJALA,M,GEN,46,YSRCP,7284,5
Medak,Patancheru,GEN,SYED RAHAMATH,M,GEN,45,AIMIM,4000,6
Medak,Patancheru,GEN,MOHAMMED WAJID ALI,M,GEN,52,CPM,1507,7
Medak,Patancheru,GEN,SATHYANARAYANA SINGARAPU,M,GEN,36,LSP,1361,8
Medak,Patancheru,GEN,SYED HAMEED,M,GEN,40,IND,1280,9
Medak,Patancheru,GEN,None of the Above,NULL,NULL,NULL,NOTA,1157,10
Medak,Patancheru,GEN,T.D.S.MANI,M,GEN,40,BSP,949,11
Medak,Patancheru,GEN,P.MALLESH,M,GEN,28,IND,889,12
Medak,Patancheru,GEN,G. VENKATA GIRI,M,GEN,42,IND,617,13
Medak,Patancheru,GEN,YERRA DEVADANAM,M,GEN,65,ICSP,530,14
Medak,Patancheru,GEN,MAMIDI CHUKKAIAH,M,GEN,54,IND,391,15
Medak,Patancheru,GEN,ANNAM PRAVEEN KUMAR,M,GEN,32,IND,352,16
Medak,Patancheru,GEN,NUNE PRABHAKAR,M,GEN,46,IND,261,17
Medak,Patancheru,GEN,TERUPALLY MOHAN REDDY,M,GEN,44,IND,157,18
Medak,Dubbak,GEN,SOLIPTETA RAMA LINGA REDDY,M,GEN,53,TRS,82231,1
Medak,Dubbak,GEN,CHERUKU MUTHYAM REDDY,M,GEN,72,INC,44306,2
Medak,Dubbak,GEN,M.RAGHUNANDAN RAO,M,GEN,49,BJP,15133,3
Medak,Dubbak,GEN,GADDAM MOHAN REDDY,M,GEN,39,MaSP,5307,4
Medak,Dubbak,GEN,RACHAKATLA LAXMI,F,GEN,48,BSP,1993,5
Medak,Dubbak,GEN,None of the Above,NULL,NULL,NULL,NOTA,1519,6
Medak,Dubbak,GEN,CHINDAM RAJUKUMAR,M,GEN,51,IND,1086,7
Medak,Dubbak,GEN,BOMMERA ANJAIAH,M,GEN,56,IND,763,8
Medak,Dubbak,GEN,MARAPADAGA SRAVAN KUMAR,M,GEN,26,YSRCP,612,9
Medak,Dubbak,GEN,ARUKULA SWAMY,M,ST,27,IND,402,10
Medak,Dubbak,GEN,GONDI BHUJANGAM,M,GEN,47,IND,378,11
Medak,Dubbak,GEN,JAKKULA NARSIMULU,M,GEN,46,IND,353,12
Medak,Gajwel,GEN,KALVAKUNTLA CHANDRASHEKAR RAO,M,GEN,60,TRS,86694,1
Medak,Gajwel,GEN,PRATAP REDDY VANTERU,M,GEN,51,TDP,67303,2
Medak,Gajwel,GEN,TUMKUNTA NARSA REDDY,M,GEN,51,INC,34085,3
Medak,Gajwel,GEN,NALLANAGULA VENKATESHAM,M,GEN,38,TPS,3127,4
Medak,Gajwel,GEN,None of the Above,NULL,NULL,NULL,NOTA,1592,5
Medak,Gajwel,GEN,GURRAPU RAMULU,M,GEN,51,IND,1028,6
Medak,Gajwel,GEN,SUDAGANI VENKATESH GOUD,M,GEN,42,BSP,982,7
Medak,Gajwel,GEN,K. PRAVEEN KUMAR REDDY,M,GEN,27,IND,647,8
Medak,Gajwel,GEN,CHETHIREDDY LINGA REDDY,M,GEN,58,IND,547,9
Medak,Gajwel,GEN,DONTHI PURSHOTHAM REDDY,M,GEN,48,YSRCP,488,10
Medak,Gajwel,GEN,KUNTA VEERA REDDY,M,GEN,58,MTP,266,11
Rangareddy,Medchal,GEN,MALIPEDHI SUDHEER REDDY,M,GEN,61,TRS,114235,1
Rangareddy,Medchal,GEN,THOTAKURA JANGAIAH YADAV,M,GEN,46,TDP,70780,2
Rangareddy,Medchal,GEN,KICHANNAGARI LAXMA REDDY (KLR),M,GEN,58,INC,58016,3
Rangareddy,Medchal,GEN,DR. G.R.LINGA MURTHY,M,GEN,60,LSP,5076,4
Rangareddy,Medchal,GEN,B.BEENU PRAKASH,M,GEN,45,IND,4856,5
Rangareddy,Medchal,GEN,CHINTHALA YADAIAH,M,SC,42,CPM,1615,6
Rangareddy,Medchal,GEN,BAKKOLA RAM MOHAN,M,SC,40,BSP,1327,7
Rangareddy,Medchal,GEN,None of the Above,NULL,NULL,NULL,NOTA,1308,8
Rangareddy,Medchal,GEN,KOLKURI SATYANARAYANA,M,GEN,56,IND,1169,9
Rangareddy,Medchal,GEN,PRABHAKAR REDDY GEEDIPALLY,M,GEN,55,AAAP,697,10
Rangareddy,Medchal,GEN,BATTINI RAJ KUMAR,M,GEN,33,IND,690,11
Rangareddy,Medchal,GEN,MUNUGANTI NARAYANA,M,GEN,47,JP,555,12
Rangareddy,Medchal,GEN,KANUGANTI SUDHAKAR,M,GEN,32,IND,540,13
Rangareddy,Medchal,GEN,M.BALANARSIMHA CHARY,M,GEN,29,IND,509,14
Rangareddy,Medchal,GEN,K.RENU KUMAR,M,ST,38,NCP,502,15
Rangareddy,Medchal,GEN,NAKKA PRABHAKAR GOUD,M,GEN,47,IND,381,16
Rangareddy,Medchal,GEN,HAMEED UL HAK CHOUDARI,M,GEN,46,IND,278,17
Rangareddy,Medchal,GEN,JESUDAS CHAKRAVARTHY (DASS),M,GEN,39,IND,237,18
Rangareddy,Medchal,GEN,AVULA ALLAJI YADAV,M,GEN,43,IND,184,19
Rangareddy,Medchal,GEN,B.ANANTHA LAXMI,F,GEN,30,IND,179,20
Rangareddy,Malkajgiri,GEN,C. KANAKA REDDY,M,GEN,56,TRS,77132,1
Rangareddy,Malkajgiri,GEN,RAM CHANDER RAO. N,M,GEN,54,BJP,74364,2
Rangareddy,Malkajgiri,GEN,NANDHIKANTI SRIDHAR,M,GEN,42,INC,37201,3
Rangareddy,Malkajgiri,GEN,G. SURYA NARAYANA REDDY,M,GEN,67,YSRCP,14828,4
Rangareddy,Malkajgiri,GEN,DILIP SANKAR REDDY,M,GEN,32,LSP,12121,5
Rangareddy,Malkajgiri,GEN,SUDHAKAR DHARANIKOTA,M,GEN,54,AIMIM,3306,6
Rangareddy,Malkajgiri,GEN,None of the Above,NULL,NULL,NULL,NOTA,1965,7
Rangareddy,Malkajgiri,GEN,CHANDRA SUPRIYA,F,GEN,37,AAAP,1794,8
Rangareddy,Malkajgiri,GEN,D G NARSHIMA RAO,M,GEN,59,CPM,1320,9
Rangareddy,Malkajgiri,GEN,DR. PITLA SREEN RAJ,M,GEN,39,JaSPa,1150,10
Rangareddy,Malkajgiri,GEN,MD. OSMAN,M,GEN,34,IND,1013,11
Rangareddy,Malkajgiri,GEN,B. SUKUMAR,M,GEN,50,ICSP,860,12
Rangareddy,Malkajgiri,GEN,M N JAISIMHA,M,GEN,38,NCP,675,13
Rangareddy,Malkajgiri,GEN,G. NAGARAJ,M,GEN,29,IND,642,14
Rangareddy,Malkajgiri,GEN,VED VRATH,M,SC,62,BSP,592,15
Rangareddy,Malkajgiri,GEN,M U ANNIE NEELIMA,F,GEN,40,IND,437,16
Rangareddy,Malkajgiri,GEN,RAMESH LOGGARI,M,GEN,37,IND,400,17
Rangareddy,Malkajgiri,GEN,GINNA SRINIVAS,M,GEN,42,AHNP,205,18
Rangareddy,Malkajgiri,GEN,S. MAHESH SHARMA,M,GEN,37,IND,161,19
Rangareddy,Malkajgiri,GEN,MOHAMMED ZAID AHMED,M,GEN,27,IND,155,20
Rangareddy,Malkajgiri,GEN,NANCHARIGALA VINENDER @ VINAY,M,SC,34,IND,147,21
Rangareddy,Malkajgiri,GEN,K. DHARMA REDDY,M,GEN,63,TLP,130,22
Rangareddy,Malkajgiri,GEN,BALA KRISHNA KUKUDALA,M,GEN,29,RJD,120,23
Rangareddy,Malkajgiri,GEN,K. RAM MOHAN,M,SC,49,IND,105,24
Rangareddy,Quthbullapur,GEN,K.P. VIVEKANAND,M,GEN,36,TDP,114363,1
Rangareddy,Quthbullapur,GEN,K HANMANTH REDDY,M,GEN,48,TRS,75339,2
Rangareddy,Quthbullapur,GEN,KUNA SRISAILAM GOUD,M,GEN,48,INC,40283,3
Rangareddy,Quthbullapur,GEN,KOLAN SRINIVAS REDDY,M,GEN,40,YSRCP,27039,4
Rangareddy,Quthbullapur,GEN,MOHD GHOUSUDDIN,M,GEN,54,AIMIM,15128,5
Rangareddy,Quthbullapur,GEN,SHIVAJI RAJU POTHURI,M,GEN,31,LSP,6486,6
Rangareddy,Quthbullapur,GEN,None of the Above,NULL,NULL,NULL,NOTA,1392,7
Rangareddy,Quthbullapur,GEN,GUNJA SRINIVAS,M,GEN,46,JaSPa,1344,8
Rangareddy,Quthbullapur,GEN,SHAIK MOINUDDIN SHAH QUADRI,M,GEN,36,IND,1267,9
Rangareddy,Quthbullapur,GEN,SABERA BEGUM,F,GEN,40,BSP,1140,10
Rangareddy,Quthbullapur,GEN,KAKANI HARI PRASAD,M,GEN,51,CPM,1059,11
Rangareddy,Quthbullapur,GEN,V.KIRAN KUMAR,M,GEN,35,PPOI,791,12
Rangareddy,Quthbullapur,GEN,MOHAMMED YUSUFUDDIN,M,GEN,58,ANC,771,13
Rangareddy,Quthbullapur,GEN,MORTHALA JAIPAL REDDY,M,GEN,41,AAAP,709,14
Rangareddy,Quthbullapur,GEN,HARI NARAYANA ERAMADHA,M,GEN,45,IND,608,15
Rangareddy,Quthbullapur,GEN,T. INNA REDDY,M,GEN,40,IND,512,16
Rangareddy,Quthbullapur,GEN,MUDIREDDY ASHOK REDDY,M,GEN,51,IND,452,17
Rangareddy,Quthbullapur,GEN,M. REKHA,F,GEN,53,ICSP,347,18
Rangareddy,Quthbullapur,GEN,MABBU VARALAKSHMI,F,SC,29,DABAP,280,19
Rangareddy,Quthbullapur,GEN,MUDIMELA RAMU,M,GEN,31,IND,276,20
Rangareddy,Quthbullapur,GEN,CHERPALLI RAMU,M,GEN,25,IND,265,21
Rangareddy,Quthbullapur,GEN,B.HANUMANTHA RAO,M,GEN,64,IND,203,22
Rangareddy,Quthbullapur,GEN,T SHOW REDDY,M,GEN,57,IND,199,23
Rangareddy,Quthbullapur,GEN,ANNARAPU SUBBA RAYUDU,M,GEN,42,IND,165,24
Rangareddy,Kukatpally,GEN,MADHAVARAM KRISHNA RAO,M,GEN,46,TDP,99874,1
Rangareddy,Kukatpally,GEN,G. PADMA RAO,M,GEN,59,TRS,56688,2
Rangareddy,Kukatpally,GEN,M.NARSIMHA YADAV,M,GEN,47,INC,23321,3
Rangareddy,Kukatpally,GEN,JAMPANA PRATAP,M,GEN,54,YSRCP,21887,4
Rangareddy,Kukatpally,GEN,KATARI SRINIVASA RAO,M,GEN,44,LSP,13004,5
Rangareddy,Kukatpally,GEN,KUSAMPUDI SRINIVAS,M,GEN,37,sps,6186,6
Rangareddy,Kukatpally,GEN,G. VIJAYA BHASKAR,M,GEN,50,IND,2139,7
Rangareddy,Kukatpally,GEN,None of the Above,NULL,NULL,NULL,NOTA,1664,8
Rangareddy,Kukatpally,GEN,ARIGINTI SHARADHA,F,GEN,38,AAAP,1367,9
Rangareddy,Kukatpally,GEN,V. P. NARASHIMHA RAJU,M,GEN,62,JaSPa,1057,10
Rangareddy,Kukatpally,GEN,M. NARSING RAO,M,SC,38,IND,674,11
Rangareddy,Kukatpally,GEN,M. SUDHAKAR,M,GEN,40,IND,461,12
Rangareddy,Kukatpally,GEN,KURAPATY SRINIVASA RAJU,M,GEN,48,IND,428,13
Rangareddy,Kukatpally,GEN,MATTAPALLY VASUDEVA RAO,M,GEN,48,IND,396,14
Rangareddy,Kukatpally,GEN,T. RAMBABU,M,GEN,26,pjdl,345,15
Rangareddy,Kukatpally,GEN,BANDARI PRABHU,M,GEN,65,IND,334,16
Rangareddy,Kukatpally,GEN,K. VICTOR PAUL,M,GEN,50,IND,300,17
Rangareddy,Kukatpally,GEN,SHAIK MOHAMMED MAQBOOL,M,GEN,48,ANC,234,18
Rangareddy,Kukatpally,GEN,B RAM MOHAN,M,GEN,35,IND,218,19
Rangareddy,Kukatpally,GEN,THUMU YELLA RAO,M,GEN,51,IND,217,20
Rangareddy,Kukatpally,GEN,K LAZAR,M,SC,33,IND,207,21
Rangareddy,Kukatpally,GEN,RAVALLA OMSHANKER,M,GEN,26,IND,204,22
Rangareddy,Kukatpally,GEN,MD. MANSOOR ALI,M,GEN,37,IND,196,23
Rangareddy,Kukatpally,GEN,MENGA PRABHAKAR,M,GEN,27,IND,168,24
Rangareddy,Kukatpally,GEN,M. SRI HARI,M,GEN,36,PPOI,165,25
Rangareddy,Kukatpally,GEN,B. AJAY RAJ,M,GEN,28,IND,134,26
Rangareddy,Kukatpally,GEN,KALYANKAR RAMESH CHOWDARY SURYAVAMSHI,M,GEN,60,RLD,118,27
Rangareddy,Kukatpally,GEN,SHAIK YOUNUSUDDIN,M,GEN,38,IND,91,28
Rangareddy,Kukatpally,GEN,KARRE JANGAIAH,M,GEN,46,IND,90,29
Rangareddy,Kukatpally,GEN,MD. SHAMEEM,M,GEN,48,IND,72,30
Rangareddy,Uppal,GEN,NVSS PRABHAKAR,M,GEN,48,BJP,82395,1
Rangareddy,Uppal,GEN,BETHI SUBHAS REDDY,M,GEN,50,TRS,68226,2
Rangareddy,Uppal,GEN,BANDARI LAKSHMA REDDY,M,GEN,46,INC,34331,3
Rangareddy,Uppal,GEN,AMPALA PADMA REDDY,M,GEN,47,YSRCP,16394,4
Rangareddy,Uppal,GEN,MOHD AYUB KHAN,M,GEN,31,AIMIM,6652,5
Rangareddy,Uppal,GEN,KALLU VENKAT REDDY,M,GEN,39,LSP,6508,6
Rangareddy,Uppal,GEN,S.NARSIMHA REDDY,M,GEN,62,CPM,1973,7
Rangareddy,Uppal,GEN,None of the Above,NULL,NULL,NULL,NOTA,1820,8
Rangareddy,Uppal,GEN,RAKESH PAREPALLI,M,GEN,25,AAAP,1056,9
Rangareddy,Uppal,GEN,GOUDA SUDERSAN,M,SC,42,BSP,814,10
Rangareddy,Uppal,GEN,SAMUDRALA SHIVA KUMAR,M,GEN,39,IND,776,11
Rangareddy,Uppal,GEN,LOKA RAMA KRISHNA,M,GEN,29,IND,657,12
Rangareddy,Uppal,GEN,ANTHONY DAVID,M,GEN,45,ICSP,575,13
Rangareddy,Uppal,GEN,KRANTHI KUMAR S,M,GEN,31,IND,504,14
Rangareddy,Uppal,GEN,VENKAT KUMAR,M,GEN,27,PPOI,342,15
Rangareddy,Uppal,GEN,NALLA RADHA KRISHNA,M,SC,35,IND,326,16
Rangareddy,Uppal,GEN,JAYA PRAKASH AGARWAL,M,GEN,35,IND,315,17
Rangareddy,Uppal,GEN,GADDA YUGANDER,M,SC,47,IND,312,18
Rangareddy,Uppal,GEN,DESHAGANI SAMBAIAH,M,GEN,35,IND,288,19
Rangareddy,Uppal,GEN,ANIL KUMAR,M,GEN,39,IND,267,20
Rangareddy,Uppal,GEN,M.L. KANTHA REDDY,M,GEN,60,IND,266,21
Rangareddy,Uppal,GEN,NAMPALLY CHANDRA SHEKAR,M,GEN,35,IND,214,22
Rangareddy,Uppal,GEN,ERRA RAJESH,M,SC,33,RSP,196,23
Rangareddy,Uppal,GEN,K.MAHINDER,M,GEN,34,ABJS,168,24
Rangareddy,Uppal,GEN,V.S.VINOD KUMAR,M,GEN,48,IND,168,25
Rangareddy,Uppal,GEN,PONNAM DEVARAJU GOUD,M,GEN,44,BMUP,137,26
Rangareddy,Uppal,GEN,JOGU JAGAN,M,SC,31,ANC,130,27
Rangareddy,Uppal,GEN,D PAVITRA,F,SC,38,IND,125,28
Rangareddy,Ibrahimpatnam,GEN,MANCHIREDDY KISHAN REDDY,M,GEN,61,TDP,48397,1
Rangareddy,Ibrahimpatnam,GEN,MALREDDY RAMREDDY,M,GEN,55,IND,37341,2
Rangareddy,Ibrahimpatnam,GEN,KYAMA MALLESHA,M,GEN,45,INC,36865,3
Rangareddy,Ibrahimpatnam,GEN,KANCHARLA CHANDRASHEKAR REDDY,M,GEN,61,TRS,21779,4
Rangareddy,Ibrahimpatnam,GEN,PAGADALA YADAIAH,M,GEN,44,CPM,14902,5
Rangareddy,Ibrahimpatnam,GEN,E.C. SHEKHAR GOUD,M,GEN,59,YSRCP,10884,6
Rangareddy,Ibrahimpatnam,GEN,PANDI PENTAIAH,M,SC,51,IND,985,7
Rangareddy,Ibrahimpatnam,GEN,UPPUNANTHALA BALAKRISHNA,M,GEN,27,TLP,850,8
Rangareddy,Ibrahimpatnam,GEN,BATHANI KISTAIAH,M,SC,43,IND,797,9
Rangareddy,Ibrahimpatnam,GEN,None of the Above,NULL,NULL,NULL,NOTA,770,10
Rangareddy,Ibrahimpatnam,GEN,RAGHUPATHI KONDRU,M,SC,45,BSP,766,11
Rangareddy,Ibrahimpatnam,GEN,KUNTLA UDAYPAL REDDY,M,GEN,31,IND,729,12
Rangareddy,Ibrahimpatnam,GEN,VIKRAM GOUNTI,M,GEN,30,AIMIM,701,13
Rangareddy,Ibrahimpatnam,GEN,MOHD SHAFIUDDIN,M,GEN,48,IND,625,14
Rangareddy,Ibrahimpatnam,GEN,DR.V.RAVI KUMAR,M,GEN,41,IND,615,15
Rangareddy,Ibrahimpatnam,GEN,ANDE RAMBABU,M,GEN,33,IND,543,16
Rangareddy,Ibrahimpatnam,GEN,SOLIPURAM VENKATRAM REDDY,M,GEN,39,IND,508,17
Rangareddy,Ibrahimpatnam,GEN,VANGETI GOPAL REDDY,M,GEN,33,IND,465,18
Rangareddy,Ibrahimpatnam,GEN,P.JANGAIAH,M,SC,38,IND,464,19
Rangareddy,Ibrahimpatnam,GEN,K.RAVINDER REDDY,M,GEN,48,IND,424,20
Rangareddy,Ibrahimpatnam,GEN,NALLABOLU BHOJI REDDY,M,GEN,46,IND,410,21
Rangareddy,Ibrahimpatnam,GEN,KONTHAM MADHAVA REDDY,M,GEN,48,IND,408,22
Rangareddy,Ibrahimpatnam,GEN,BODA CHANDRA PRAKASH,M,SC,28,AAAP,276,23
Rangareddy,Ibrahimpatnam,GEN,UKKULA ASHOK,M,SC,35,IND,247,24
Rangareddy,Ibrahimpatnam,GEN,RAMAVATH PADMA,F,ST,37,RJD,245,25
Rangareddy,Ibrahimpatnam,GEN,THIRUMANI EDUKONDALU,M,GEN,30,RLD,230,26
Rangareddy,Ibrahimpatnam,GEN,ELGAPALI SHRIRAMULU,M,GEN,25,IND,217,27
Rangareddy,Lal Bahadur Nagar,GEN,RYAGA KRISHNAIAH,M,GEN,60,TDP,84316,1
Rangareddy,Lal Bahadur Nagar,GEN,MUDDAGOWNI RAM MOHAN GOUD,M,GEN,44,TRS,71791,2
Rangareddy,Lal Bahadur Nagar,GEN,DEVIREDDY  SUDHEER REDDY,M,GEN,51,INC,56489,3
Rangareddy,Lal Bahadur Nagar,GEN,PUTHA PRATAP REDDY,M,GEN,41,YSRCP,19376,4
Rangareddy,Lal Bahadur Nagar,GEN,DOSAPATI  RAMU,M,GEN,38,LSP,8888,5
Rangareddy,Lal Bahadur Nagar,GEN,None of the Above,NULL,NULL,NULL,NOTA,2248,6
Rangareddy,Lal Bahadur Nagar,GEN,KATAKAM NARISNG RAO,M,GEN,49,AAAP,1552,7
Rangareddy,Lal Bahadur Nagar,GEN,NANDIGAMA VENKATESH,M,SC,44,BSP,893,8
Rangareddy,Lal Bahadur Nagar,GEN,GUNNAM NARENDRA REDDY,M,GEN,40,JaSPa,833,9
Rangareddy,Lal Bahadur Nagar,GEN,CHEPURI RAJU,M,SC,36,DABAP,780,10
Rangareddy,Lal Bahadur Nagar,GEN,JENIGE VISHNU VARDHAN,M,SC,31,IND,778,11
Rangareddy,Lal Bahadur Nagar,GEN,N. NARENDER REDDY,M,GEN,28,IND,297,12
Rangareddy,Lal Bahadur Nagar,GEN,GORA SHYAMSUNDER GOUD,M,GEN,45,IND,296,13
Rangareddy,Lal Bahadur Nagar,GEN,P. KOTESHWAR RAO,M,GEN,25,IND,236,14
Rangareddy,Lal Bahadur Nagar,GEN,KANKA CHARLES SAMPATH KIRAN,M,GEN,44,ICSP,229,15
Rangareddy,Lal Bahadur Nagar,GEN,IJA VENKATESH GOUD,M,GEN,38,IND,211,16
Rangareddy,Lal Bahadur Nagar,GEN,DURGA PRASAD GOPU,M,GEN,39,IND,200,17
Rangareddy,Lal Bahadur Nagar,GEN,CHINTHA  KALYAN KUMAR,M,GEN,44,IND,194,18
Rangareddy,Lal Bahadur Nagar,GEN,V. PARAMESH GOUD,M,GEN,37,IND,168,19
Rangareddy,Lal Bahadur Nagar,GEN,P. SUDHAKAR REDDY,M,GEN,31,IND,166,20
Rangareddy,Lal Bahadur Nagar,GEN,DESIREDDY VENKATA RAMANA REDDY,M,GEN,46,IND,156,21
Rangareddy,Lal Bahadur Nagar,GEN,GAJVINKAR SUDARSHAN,M,GEN,65,GaAP,132,22
Rangareddy,Lal Bahadur Nagar,GEN,SATISH GYARA,M,SC,27,IND,110,23
Rangareddy,Lal Bahadur Nagar,GEN,BEERAM NAGARJUNA.,M,GEN,46,IND,92,24
Rangareddy,Lal Bahadur Nagar,GEN,DHARMA NAIK. R,M,ST,42,IND,92,25
Rangareddy,Lal Bahadur Nagar,GEN,ANUGU PRABHAKAR REDDY,M,GEN,47,IND,74,26
Rangareddy,Lal Bahadur Nagar,GEN,BHAVANI PRAMOD KUMAR,M,GEN,43,IND,68,27
Rangareddy,Lal Bahadur Nagar,GEN,SRINIVASULU DONTHA,M,GEN,47,IND,68,28
Rangareddy,Lal Bahadur Nagar,GEN,SABHAVATH SRINU,M,ST,31,RJD,64,29
Rangareddy,Lal Bahadur Nagar,GEN,SUTHARAPU PADMAIAH,M,GEN,61,APRSSP,55,30
Rangareddy,Maheshwaram,GEN,TEEGALA KRISHNA REDDY,M,GEN,66,TDP,93305,1
Rangareddy,Maheshwaram,GEN,MALREDDY RANGA REDDY,M,GEN,57,INC,62521,2
Rangareddy,Maheshwaram,GEN,KOTHA MANOHAR REDDY,M,GEN,39,TRS,42517,3
Rangareddy,Maheshwaram,GEN,SYED AZEEZ PASHA,M,GEN,68,CPI,5333,4
Rangareddy,Maheshwaram,GEN,DUBBAKA. RAMCHANDRAIAH,M,SC,38,CPM,3068,5
Rangareddy,Maheshwaram,GEN,DEVI PRASAD. SAMUDRALA,M,GEN,28,LSP,2864,6
Rangareddy,Maheshwaram,GEN,None of the Above,NULL,NULL,NULL,NOTA,1396,7
Rangareddy,Maheshwaram,GEN,POLE KISHTAMMA,F,SC,51,BSP,1133,8
Rangareddy,Maheshwaram,GEN,L.SHANKAR CHAUHAN,M,ST,29,IND,807,9
Rangareddy,Maheshwaram,GEN,BATTULA VENKATESH GOUD,M,GEN,46,AAAP,742,10
Rangareddy,Maheshwaram,GEN,M.M.MAHABOOB ALI,M,GEN,32,IND,701,11
Rangareddy,Maheshwaram,GEN,BUSSU CHENNA KRISHNA REDDY,M,GEN,49,IND,685,12
Rangareddy,Maheshwaram,GEN,PARWAITH MALLA REDDY,M,GEN,56,IND,537,13
Rangareddy,Maheshwaram,GEN,D.MADHAVI,F,GEN,35,PPOI,453,14
Rangareddy,Maheshwaram,GEN,SYED LAYEEQ ALI,M,GEN,36,IND,287,15
Rangareddy,Maheshwaram,GEN,MEGAVATH RAJENDER PRASAD,M,ST,28,IND,273,16
Rangareddy,Maheshwaram,GEN,NOMULA MALLESH,M,SC,35,IND,248,17
Rangareddy,Maheshwaram,GEN,AZAM HUSSAIN,M,GEN,34,IND,173,18
Rangareddy,Maheshwaram,GEN,SYAM KUMAR GOUD DUSARI,M,GEN,61,MaSP,172,19
Rangareddy,Maheshwaram,GEN,V. JAGANLAL NAIK,M,ST,32,IND,162,20
Rangareddy,Maheshwaram,GEN,S. PADMAIAH,M,GEN,61,APRSSP,158,21
Rangareddy,Maheshwaram,GEN,MOHAMMED MOIN,M,GEN,25,GaAP,144,22
Rangareddy,Rajendranagar,GEN,T.PRAKASH GOUD,M,GEN,55,TDP,77843,1
Rangareddy,Rajendranagar,GEN,GNANESHWAR,M,GEN,49,INC,51962,2
Rangareddy,Rajendranagar,GEN,ZAKEER HUSSAIN JAVID,M,GEN,42,AIMIM,49053,3
Rangareddy,Rajendranagar,GEN,A. SWARNALATHA BHEEMARJUN  REDDY,F,GEN,34,TRS,29870,4
Rangareddy,Rajendranagar,GEN,MUJATABA AHMED SYED,M,GEN,52,YSRCP,6028,5
Rangareddy,Rajendranagar,GEN,KOTHA SOLKAR REDDY,M,GEN,32,LSP,2191,6
Rangareddy,Rajendranagar,GEN,PENDYALA NARSING RAO,M,SC,38,IND,1801,7
Rangareddy,Rajendranagar,GEN,CHALASANI VISHNU MURTHY,M,GEN,53,BSP,1511,8
Rangareddy,Rajendranagar,GEN,A.NARSING RAO,M,GEN,44,IND,1507,9
Rangareddy,Rajendranagar,GEN,None of the Above,NULL,NULL,NULL,NOTA,1336,10
Rangareddy,Rajendranagar,GEN,VUNDAVALLI  PRAMEELA,F,GEN,38,AAAP,1257,11
Rangareddy,Rajendranagar,GEN,CH. RAJA SHEKAR,M,GEN,46,IND,839,12
Rangareddy,Rajendranagar,GEN,KHAJA GAYASUDDIN,M,GEN,39,IND,584,13
Rangareddy,Rajendranagar,GEN,VANAM  NARENDER,M,GEN,30,PPOI,548,14
Rangareddy,Rajendranagar,GEN,BRAHMANULAPALLY BALARAJ MUDIRAJ,M,GEN,39,IND,521,15
Rangareddy,Rajendranagar,GEN,P.JOSHUA SURESH KUMAR,M,GEN,50,ICSP,488,16
Rangareddy,Rajendranagar,GEN,MUSAB HUSSAIN,M,GEN,36,IND,381,17
Rangareddy,Rajendranagar,GEN,SYED SHAFIULLAH QUADRI,M,GEN,30,WPOI,361,18
